RequestID,Boro,M,D,Yr,HH,Vol,SegmentID,street,fromSt,toSt,Direction
37574,Brooklyn,5,24,2024,3,6,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,4,7,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,5,6,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,6,15,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,7,26,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,8,47,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,9,43,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,10,37,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,11,56,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,12,47,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,13,61,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,14,49,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,15,71,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,16,79,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,17,77,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,24,2024,18,85,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37280,Brooklyn,5,21,2024,4,17,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,5,34,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,6,98,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,7,140,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,8,134,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,9,144,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,10,117,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,11,108,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,12,87,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,13,90,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,14,92,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,15,99,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,16,108,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,17,90,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,18,95,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,19,84,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,20,63,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,21,61,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,22,43,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,21,2024,23,55,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,0,45,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,1,25,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,2,13,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,3,17,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,4,13,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,5,34,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,6,115,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,7,139,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,8,150,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,9,131,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,10,119,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,11,83,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,12,90,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,13,98,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,14,107,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,15,84,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,16,93,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,17,111,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,18,101,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,19,84,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,20,75,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,21,65,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,22,56,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,22,2024,23,46,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,0,35,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,1,23,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,2,18,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,3,18,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,4,24,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,5,38,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,6,108,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,7,144,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,8,139,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,9,140,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,10,111,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,11,92,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,12,85,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,13,108,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,14,99,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,15,109,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,16,122,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,17,116,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,18,130,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,19,108,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,20,100,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,21,66,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,22,69,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,23,2024,23,47,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,0,42,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,1,32,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,2,16,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,3,15,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,4,26,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,5,36,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,6,111,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,7,126,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,8,132,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,9,126,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,24,2024,10,126,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,15,73,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,16,89,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,17,89,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,18,79,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,19,69,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,20,62,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,21,80,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,22,63,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37280,Brooklyn,5,26,2024,23,63,42089,LINDEN BOULEVARD,East 49 Street,Utica Avenue,WB
37574,Bronx,5,1,2024,0,18,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,1,7,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,2,2,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,3,5,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,4,7,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,5,13,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,6,29,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,7,61,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,8,80,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,9,67,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,10,96,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,11,97,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,12,118,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,13,114,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,14,134,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,15,154,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,16,153,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,17,151,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,18,163,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,1,2024,19,134,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Brooklyn,5,27,2024,0,26,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,1,8,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,2,11,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,3,4,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,4,6,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,5,6,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,6,5,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,7,12,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,8,11,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,9,20,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,10,19,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,11,43,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,12,30,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,13,47,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,14,34,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,15,61,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,16,50,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,17,42,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,18,49,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,19,40,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,20,33,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,21,34,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,22,22,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,27,2024,23,19,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,0,8,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,1,3,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,31,2024,4,9,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,5,6,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,6,10,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,7,19,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,8,48,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,9,32,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,10,43,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,11,71,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,12,70,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,13,68,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,14,53,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,15,64,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,16,80,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,17,49,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,18,75,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,19,51,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,20,49,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,21,49,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,22,55,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,31,2024,23,39,45262,LINDEN STREET,14 Street/canarsie Line,St Nicholas Avenue,NB
37574,Brooklyn,5,16,2024,13,90,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,14,92,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,15,95,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,16,107,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,17,138,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,18,134,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,19,70,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,20,61,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,28,2024,2,4,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,3,4,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,4,8,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,5,9,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,6,15,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,7,28,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,8,45,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,9,41,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,10,46,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,11,47,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,12,57,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,13,45,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,14,51,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,15,55,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,16,67,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,17,57,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,18,72,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,19,70,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,20,51,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,21,31,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,22,20,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,28,2024,23,19,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,29,2024,0,17,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,29,2024,1,8,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,29,2024,2,4,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Brooklyn,5,29,2024,3,3,22652,UNION ST BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,EB
37574,Bronx,5,2,2024,22,47,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,2,2024,23,36,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,0,19,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,1,10,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,2,5,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,3,2,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,4,5,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,5,12,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,6,32,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,7,51,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,8,70,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,9,121,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,10,96,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,11,99,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,12,141,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,13,120,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,14,133,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,15,153,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,16,175,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,17,151,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,18,166,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,19,160,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,20,154,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,21,104,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,22,69,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,3,2024,23,52,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Bronx,5,4,2024,0,26,99721,CITY IS BRIDGE,City Island Avenue,Dead end,EB
37574,Brooklyn,5,16,2024,21,29,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,22,33,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,16,2024,23,13,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,0,18,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,1,2,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,2,2,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,3,3,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,4,9,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,5,8,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,6,41,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,7,63,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,8,154,22514,3 STREET BRIDGE,3 Street,3 Street,WB
37574,Brooklyn,5,17,2024,9,162,22514,3 STREET BRIDGE,3 Street,3 Street,WB
